挂单时间,订单编号,合约代码,订单类型,报价方向,报价档位,拆单序号,挂单价格,挂单数量,报价模式,报价偏移,策略报价档数,定价使用深度,行情有效深度,基准价,买一价,卖一价,挂单时持仓
2025-03-03 22:02:54.500000+08:00,BACKTESTING.391,fu2505.SHFE,MM,buy,2,1,3235.8,1,tick,5.0,3,5,5,3237.017543896882,3236.0,3237.0,5
2025-03-03 22:02:54.500000+08:00,BACKTESTING.392,fu2505.SHFE,MM,buy,3,1,3235.4000000000005,1,tick,7.0,3,5,5,3237.017543896882,3236.0,3237.0,5
2025-03-03 22:02:54.500000+08:00,BACKTESTING.393,fu2505.SHFE,MM,sell,1,1,3237.6000000000004,1,tick,3.0,3,5,5,3237.017543896882,3236.0,3237.0,5
2025-03-03 22:02:54.500000+08:00,BACKTESTING.394,fu2505.SHFE,MM,sell,2,1,3238.0000000000005,1,tick,5.0,3,5,5,3237.017543896882,3236.0,3237.0,5
2025-03-03 22:02:54.500000+08:00,BACKTESTING.395,fu2505.SHFE,MM,sell,3,1,3238.4000000000005,1,tick,7.0,3,5,5,3237.017543896882,3236.0,3237.0,5
2025-03-03 22:03:00.500000+08:00,BACKTESTING.398,fu2505.SHFE,MM,buy,1,1,3234.8,1,tick,3.0,3,5,5,3235.788069214093,3235.0,3236.0,4
2025-03-03 22:03:00.500000+08:00,BACKTESTING.399,fu2505.SHFE,MM,buy,2,1,3234.4000000000005,1,tick,5.0,3,5,5,3235.788069214093,3235.0,3236.0,4
2025-03-03 22:03:00.500000+08:00,BACKTESTING.400,fu2505.SHFE,MM,buy,3,1,3234.0000000000005,1,tick,7.0,3,5,5,3235.788069214093,3235.0,3236.0,4
2025-03-03 22:03:00.500000+08:00,BACKTESTING.401,fu2505.SHFE,MM,sell,1,1,3236.2000000000003,1,tick,3.0,3,5,5,3235.788069214093,3235.0,3236.0,4
2025-03-03 22:03:00.500000+08:00,BACKTESTING.402,fu2505.SHFE,MM,sell,2,1,3236.6000000000004,1,tick,5.0,3,5,5,3235.788069214093,3235.0,3236.0,4
2025-03-03 22:03:00.500000+08:00,BACKTESTING.403,fu2505.SHFE,MM,sell,3,1,3237.0000000000005,1,tick,7.0,3,5,5,3235.788069214093,3235.0,3236.0,4
2025-03-03 22:13:56.500000+08:00,BACKTESTING.404,fu2505.SHFE,MM,buy,1,1,3238.8,1,tick,3.0,3,5,5,3239.488660261395,3240.0,3241.0,1
2025-03-03 22:13:56.500000+08:00,BACKTESTING.405,fu2505.SHFE,MM,buy,2,1,3238.4,1,tick,5.0,3,5,5,3239.488660261395,3240.0,3241.0,1
2025-03-03 22:13:56.500000+08:00,BACKTESTING.406,fu2505.SHFE,MM,buy,3,1,3238.0,1,tick,7.0,3,5,5,3239.488660261395,3240.0,3241.0,1
2025-03-03 22:13:56.500000+08:00,BACKTESTING.407,fu2505.SHFE,MM,sell,1,1,3241.0,1,tick,3.0,3,5,5,3239.488660261395,3240.0,3241.0,1
2025-03-03 22:13:56.500000+08:00,BACKTESTING.408,fu2505.SHFE,MM,sell,2,1,3241.0,1,tick,5.0,3,5,5,3239.488660261395,3240.0,3241.0,1
2025-03-03 22:13:56.500000+08:00,BACKTESTING.409,fu2505.SHFE,MM,sell,3,1,3241.0,1,tick,7.0,3,5,5,3239.488660261395,3240.0,3241.0,1
2025-03-03 22:29:33.500000+08:00,BACKTESTING.410,fu2505.SHFE,MM,buy,1,1,3235.0,1,tick,3.0,3,5,5,3236.114728093751,3235.0,3236.0,1
2025-03-03 22:29:33.500000+08:00,BACKTESTING.411,fu2505.SHFE,MM,buy,2,1,3235.0,1,tick,5.0,3,5,5,3236.114728093751,3235.0,3236.0,1
2025-03-03 22:29:33.500000+08:00,BACKTESTING.412,fu2505.SHFE,MM,buy,3,1,3234.6000000000004,1,tick,7.0,3,5,5,3236.114728093751,3235.0,3236.0,1
2025-03-03 22:29:33.500000+08:00,BACKTESTING.413,fu2505.SHFE,MM,sell,1,1,3236.8,1,tick,3.0,3,5,5,3236.114728093751,3235.0,3236.0,1
2025-03-03 22:29:33.500000+08:00,BACKTESTING.414,fu2505.SHFE,MM,sell,2,1,3237.2000000000003,1,tick,5.0,3,5,5,3236.114728093751,3235.0,3236.0,1
2025-03-03 22:29:33.500000+08:00,BACKTESTING.415,fu2505.SHFE,MM,sell,3,1,3237.6000000000004,1,tick,7.0,3,5,5,3236.114728093751,3235.0,3236.0,1
2025-03-03 22:34:07.500000+08:00,BACKTESTING.416,fu2505.SHFE,MM,buy,1,1,3238.6000000000004,1,tick,3.0,3,5,5,3239.2145593254563,3240.0,3241.0,1
2025-03-03 22:34:07.500000+08:00,BACKTESTING.417,fu2505.SHFE,MM,buy,2,1,3238.2000000000003,1,tick,5.0,3,5,5,3239.2145593254563,3240.0,3241.0,1
2025-03-03 22:34:07.500000+08:00,BACKTESTING.418,fu2505.SHFE,MM,buy,3,1,3237.8,1,tick,7.0,3,5,5,3239.2145593254563,3240.0,3241.0,1
2025-03-03 22:34:07.500000+08:00,BACKTESTING.419,fu2505.SHFE,MM,sell,1,1,3241.0,1,tick,3.0,3,5,5,3239.2145593254563,3240.0,3241.0,1
2025-03-03 22:34:07.500000+08:00,BACKTESTING.420,fu2505.SHFE,MM,sell,2,1,3241.0,1,tick,5.0,3,5,5,3239.2145593254563,3240.0,3241.0,1
2025-03-03 22:34:07.500000+08:00,BACKTESTING.421,fu2505.SHFE,MM,sell,3,1,3241.0,1,tick,7.0,3,5,5,3239.2145593254563,3240.0,3241.0,1
2025-03-03 22:36:21.500000+08:00,BACKTESTING.422,fu2505.SHFE,MM,buy,1,1,3234.8,1,tick,3.0,3,5,5,3236.349532562388,3235.0,3236.0,4
2025-03-03 22:36:21.500000+08:00,BACKTESTING.423,fu2505.SHFE,MM,buy,2,1,3234.8,1,tick,5.0,3,5,5,3236.349532562388,3235.0,3236.0,4
2025-03-03 22:36:21.500000+08:00,BACKTESTING.424,fu2505.SHFE,MM,buy,3,1,3234.6000000000004,1,tick,7.0,3,5,5,3236.349532562388,3235.0,3236.0,4
2025-03-03 22:36:21.500000+08:00,BACKTESTING.425,fu2505.SHFE,MM,sell,1,1,3236.8,1,tick,3.0,3,5,5,3236.349532562388,3235.0,3236.0,4
2025-03-03 22:36:21.500000+08:00,BACKTESTING.426,fu2505.SHFE,MM,sell,2,1,3237.2000000000003,1,tick,5.0,3,5,5,3236.349532562388,3235.0,3236.0,4
2025-03-03 22:36:21.500000+08:00,BACKTESTING.427,fu2505.SHFE,MM,sell,3,1,3237.6000000000004,1,tick,7.0,3,5,5,3236.349532562388,3235.0,3236.0,4
2025-03-26 09:50:16+08:00,BACKTESTING.429,fu2505.SHFE,MM,buy,1,1,3233.6000000000004,1,tick,3.0,3,5,5,3234.443212377733,3234.0,3235.0,4
2025-03-26 09:50:16+08:00,BACKTESTING.430,fu2505.SHFE,MM,buy,2,1,3233.2000000000003,1,tick,5.0,3,5,5,3234.443212377733,3234.0,3235.0,4
2025-03-26 09:50:16+08:00,BACKTESTING.431,fu2505.SHFE,MM,buy,3,1,3232.8,1,tick,7.0,3,5,5,3234.443212377733,3234.0,3235.0,4
2025-03-26 09:50:16+08:00,BACKTESTING.432,fu2505.SHFE,MM,sell,1,1,3235.0000000000005,1,tick,3.0,3,5,5,3234.443212377733,3234.0,3235.0,4
2025-03-26 09:50:16+08:00,BACKTESTING.433,fu2505.SHFE,MM,sell,2,1,3235.4000000000005,1,tick,5.0,3,5,5,3234.443212377733,3234.0,3235.0,4
2025-03-26 09:50:16+08:00,BACKTESTING.434,fu2505.SHFE,MM,sell,3,1,3235.8,1,tick,7.0,3,5,5,3234.443212377733,3234.0,3235.0,4
2025-03-26 10:06:55+08:00,BACKTESTING.435,fu2505.SHFE,MM,buy,1,1,3229.4000000000005,1,tick,3.0,3,5,5,3230.3952397079006,3230.0,3231.0,4
2025-03-26 10:06:55+08:00,BACKTESTING.436,fu2505.SHFE,MM,buy,2,1,3229.0000000000005,1,tick,5.0,3,5,5,3230.3952397079006,3230.0,3231.0,4
2025-03-26 10:06:55+08:00,BACKTESTING.437,fu2505.SHFE,MM,buy,3,1,3228.6000000000004,1,tick,7.0,3,5,5,3230.3952397079006,3230.0,3231.0,4
2025-03-26 10:06:55+08:00,BACKTESTING.438,fu2505.SHFE,MM,sell,1,1,3231.0,1,tick,3.0,3,5,5,3230.3952397079006,3230.0,3231.0,4
2025-03-26 10:06:55+08:00,BACKTESTING.439,fu2505.SHFE,MM,sell,2,1,3231.2000000000003,1,tick,5.0,3,5,5,3230.3952397079006,3230.0,3231.0,4
2025-03-26 10:06:55+08:00,BACKTESTING.440,fu2505.SHFE,MM,sell,3,1,3231.6000000000004,1,tick,7.0,3,5,5,3230.3952397079006,3230.0,3231.0,4
2025-03-26 10:08:12.500000+08:00,BACKTESTING.442,fu2505.SHFE,MM,buy,1,1,3228.4000000000005,1,tick,3.0,3,5,5,3229.2969926698624,3229.0,3230.0,4
2025-03-26 10:08:12.500000+08:00,BACKTESTING.443,fu2505.SHFE,MM,buy,2,1,3228.0000000000005,1,tick,5.0,3,5,5,3229.2969926698624,3229.0,3230.0,4
2025-03-26 10:08:12.500000+08:00,BACKTESTING.444,fu2505.SHFE,MM,buy,3,1,3227.6000000000004,1,tick,7.0,3,5,5,3229.2969926698624,3229.0,3230.0,4
2025-03-26 10:08:12.500000+08:00,BACKTESTING.445,fu2505.SHFE,MM,sell,1,1,3230.0,1,tick,3.0,3,5,5,3229.2969926698624,3229.0,3230.0,4
2025-03-26 10:08:12.500000+08:00,BACKTESTING.446,fu2505.SHFE,MM,sell,2,1,3230.2000000000003,1,tick,5.0,3,5,5,3229.2969926698624,3229.0,3230.0,4
2025-03-26 10:08:12.500000+08:00,BACKTESTING.447,fu2505.SHFE,MM,sell,3,1,3230.6000000000004,1,tick,7.0,3,5,5,3229.2969926698624,3229.0,3230.0,4
2025-03-26 10:14:41.500000+08:00,BACKTESTING.448,fu2505.SHFE,MM,buy,1,1,3232.6000000000004,1,tick,3.0,3,5,5,3233.2556985867163,3233.0,3234.0,1
2025-03-26 10:14:41.500000+08:00,BACKTESTING.449,fu2505.SHFE,MM,buy,2,1,3232.2000000000003,1,tick,5.0,3,5,5,3233.2556985867163,3233.0,3234.0,1
2025-03-26 10:14:41.500000+08:00,BACKTESTING.450,fu2505.SHFE,MM,buy,3,1,3231.8,1,tick,7.0,3,5,5,3233.2556985867163,3233.0,3234.0,1
2025-03-26 10:14:41.500000+08:00,BACKTESTING.451,fu2505.SHFE,MM,sell,1,1,3234.0,1,tick,3.0,3,5,5,3233.2556985867163,3233.0,3234.0,1
2025-03-26 10:14:41.500000+08:00,BACKTESTING.452,fu2505.SHFE,MM,sell,2,1,3234.4,1,tick,5.0,3,5,5,3233.2556985867163,3233.0,3234.0,1
2025-03-26 10:14:41.500000+08:00,BACKTESTING.453,fu2505.SHFE,MM,sell,3,1,3234.8,1,tick,7.0,3,5,5,3233.2556985867163,3233.0,3234.0,1
2025-03-26 11:00:11+08:00,BACKTESTING.454,fu2505.SHFE,MM,buy,1,1,3227.8,1,tick,3.0,3,5,5,3229.3497740382973,3228.0,3229.0,4
2025-03-26 11:00:11+08:00,BACKTESTING.455,fu2505.SHFE,MM,buy,2,1,3227.8,1,tick,5.0,3,5,5,3229.3497740382973,3228.0,3229.0,4
2025-03-26 11:00:11+08:00,BACKTESTING.456,fu2505.SHFE,MM,buy,3,1,3227.6000000000004,1,tick,7.0,3,5,5,3229.3497740382973,3228.0,3229.0,4
2025-03-26 11:00:11+08:00,BACKTESTING.457,fu2505.SHFE,MM,sell,1,1,3229.8,1,tick,3.0,3,5,5,3229.3497740382973,3228.0,3229.0,4
2025-03-26 11:00:11+08:00,BACKTESTING.458,fu2505.SHFE,MM,sell,2,1,3230.2000000000003,1,tick,5.0,3,5,5,3229.3497740382973,3228.0,3229.0,4
2025-03-26 11:00:11+08:00,BACKTESTING.459,fu2505.SHFE,MM,sell,3,1,3230.6000000000004,1,tick,7.0,3,5,5,3229.3497740382973,3228.0,3229.0,4
2025-03-26 11:29:04+08:00,BACKTESTING.460,fu2505.SHFE,MM,buy,1,1,3223.8,1,tick,3.0,3,5,5,3225.1681923180845,3224.0,3225.0,4
2025-03-26 11:29:04+08:00,BACKTESTING.461,fu2505.SHFE,MM,buy,2,1,3223.8,1,tick,5.0,3,5,5,3225.1681923180845,3224.0,3225.0,4
2025-03-26 11:29:04+08:00,BACKTESTING.462,fu2505.SHFE,MM,buy,3,1,3223.4000000000005,1,tick,7.0,3,5,5,3225.1681923180845,3224.0,3225.0,4
2025-03-26 11:29:04+08:00,BACKTESTING.463,fu2505.SHFE,MM,sell,1,1,3225.6000000000004,1,tick,3.0,3,5,5,3225.1681923180845,3224.0,3225.0,4
2025-03-26 11:29:04+08:00,BACKTESTING.464,fu2505.SHFE,MM,sell,2,1,3226.0000000000005,1,tick,5.0,3,5,5,3225.1681923180845,3224.0,3225.0,4
2025-03-26 11:29:04+08:00,BACKTESTING.465,fu2505.SHFE,MM,sell,3,1,3226.4000000000005,1,tick,7.0,3,5,5,3225.1681923180845,3224.0,3225.0,4
2025-03-26 13:30:06+08:00,BACKTESTING.467,fu2505.SHFE,MM,buy,1,1,3222.8,1,tick,3.0,3,5,5,3223.8836234494897,3223.0,3224.0,5
2025-03-26 13:30:06+08:00,BACKTESTING.468,fu2505.SHFE,MM,buy,2,1,3222.6000000000004,1,tick,5.0,3,5,5,3223.8836234494897,3223.0,3224.0,5
2025-03-26 13:30:06+08:00,BACKTESTING.469,fu2505.SHFE,MM,buy,3,1,3222.2000000000003,1,tick,7.0,3,5,5,3223.8836234494897,3223.0,3224.0,5
2025-03-26 13:30:06+08:00,BACKTESTING.470,fu2505.SHFE,MM,sell,1,1,3224.4000000000005,1,tick,3.0,3,5,5,3223.8836234494897,3223.0,3224.0,5
2025-03-26 13:30:06+08:00,BACKTESTING.471,fu2505.SHFE,MM,sell,2,1,3224.8,1,tick,5.0,3,5,5,3223.8836234494897,3223.0,3224.0,5
2025-03-26 13:30:06+08:00,BACKTESTING.472,fu2505.SHFE,MM,sell,3,1,3225.2000000000003,1,tick,7.0,3,5,5,3223.8836234494897,3223.0,3224.0,5
2025-03-26 13:46:34+08:00,BACKTESTING.473,fu2505.SHFE,MM,buy,1,1,3226.6000000000004,1,tick,3.0,3,5,5,3227.220593048839,3228.0,3229.0,2
2025-03-26 13:46:34+08:00,BACKTESTING.474,fu2505.SHFE,MM,buy,2,1,3226.2000000000003,1,tick,5.0,3,5,5,3227.220593048839,3228.0,3229.0,2
2025-03-26 13:46:34+08:00,BACKTESTING.475,fu2505.SHFE,MM,buy,3,1,3225.8,1,tick,7.0,3,5,5,3227.220593048839,3228.0,3229.0,2
2025-03-26 13:46:34+08:00,BACKTESTING.476,fu2505.SHFE,MM,sell,1,1,3229.0,1,tick,3.0,3,5,5,3227.220593048839,3228.0,3229.0,2
2025-03-26 13:46:34+08:00,BACKTESTING.477,fu2505.SHFE,MM,sell,2,1,3229.0,1,tick,5.0,3,5,5,3227.220593048839,3228.0,3229.0,2
2025-03-26 13:46:34+08:00,BACKTESTING.478,fu2505.SHFE,MM,sell,3,1,3229.0,1,tick,7.0,3,5,5,3227.220593048839,3228.0,3229.0,2
2025-03-26 13:52:02.500000+08:00,BACKTESTING.479,fu2505.SHFE,MM,buy,1,1,3230.8,1,tick,3.0,3,5,5,3231.404441803482,3231.0,3232.0,-1
2025-03-26 13:52:02.500000+08:00,BACKTESTING.480,fu2505.SHFE,MM,buy,2,1,3230.4,1,tick,5.0,3,5,5,3231.404441803482,3231.0,3232.0,-1
2025-03-26 13:52:02.500000+08:00,BACKTESTING.481,fu2505.SHFE,MM,buy,3,1,3230.0,1,tick,7.0,3,5,5,3231.404441803482,3231.0,3232.0,-1
2025-03-26 13:52:02.500000+08:00,BACKTESTING.482,fu2505.SHFE,MM,sell,1,1,3232.2000000000003,1,tick,3.0,3,5,5,3231.404441803482,3231.0,3232.0,-1
2025-03-26 13:52:02.500000+08:00,BACKTESTING.483,fu2505.SHFE,MM,sell,2,1,3232.6000000000004,1,tick,5.0,3,5,5,3231.404441803482,3231.0,3232.0,-1
2025-03-26 13:52:02.500000+08:00,BACKTESTING.484,fu2505.SHFE,MM,sell,3,1,3233.0,1,tick,7.0,3,5,5,3231.404441803482,3231.0,3232.0,-1
2025-03-26 14:55:02.500000+08:00,BACKTESTING.485,fu2505.SHFE,MM,buy,1,1,3226.0,1,tick,3.0,3,5,5,3227.505506012183,3226.0,3227.0,2
2025-03-26 14:55:02.500000+08:00,BACKTESTING.486,fu2505.SHFE,MM,buy,2,1,3226.0,1,tick,5.0,3,5,5,3227.505506012183,3226.0,3227.0,2
2025-03-26 14:55:02.500000+08:00,BACKTESTING.487,fu2505.SHFE,MM,buy,3,1,3226.0,1,tick,7.0,3,5,5,3227.505506012183,3226.0,3227.0,2
2025-03-26 14:55:02.500000+08:00,BACKTESTING.488,fu2505.SHFE,MM,sell,1,1,3228.2000000000003,1,tick,3.0,3,5,5,3227.505506012183,3226.0,3227.0,2
2025-03-26 14:55:02.500000+08:00,BACKTESTING.489,fu2505.SHFE,MM,sell,2,1,3228.6000000000004,1,tick,5.0,3,5,5,3227.505506012183,3226.0,3227.0,2
2025-03-26 14:55:02.500000+08:00,BACKTESTING.490,fu2505.SHFE,MM,sell,3,1,3229.0,1,tick,7.0,3,5,5,3227.505506012183,3226.0,3227.0,2
2025-03-26 20:59:00.500000+08:00,BACKTESTING.491,fu2505.SHFE,MM,buy,1,1,3229.6000000000004,1,tick,3.0,3,5,5,3230.205945596368,3238.0,3240.0,2
2025-03-26 20:59:00.500000+08:00,BACKTESTING.492,fu2505.SHFE,MM,buy,2,1,3229.2000000000003,1,tick,5.0,3,5,5,3230.205945596368,3238.0,3240.0,2
2025-03-26 20:59:00.500000+08:00,BACKTESTING.493,fu2505.SHFE,MM,buy,3,1,3228.8,1,tick,7.0,3,5,5,3230.205945596368,3238.0,3240.0,2
2025-03-26 20:59:00.500000+08:00,BACKTESTING.494,fu2505.SHFE,MM,sell,1,1,3240.0,1,tick,3.0,3,5,5,3230.205945596368,3238.0,3240.0,2
2025-03-26 20:59:00.500000+08:00,BACKTESTING.495,fu2505.SHFE,MM,sell,2,1,3240.0,1,tick,5.0,3,5,5,3230.205945596368,3238.0,3240.0,2
2025-03-26 20:59:00.500000+08:00,BACKTESTING.496,fu2505.SHFE,MM,sell,3,1,3240.0,1,tick,7.0,3,5,5,3230.205945596368,3238.0,3240.0,2
2025-03-26 21:00:02+08:00,BACKTESTING.497,fu2505.SHFE,MM,buy,1,1,3234.0,1,tick,3.0,3,5,5,3234.638968323889,3236.0,3237.0,2
2025-03-26 21:00:02+08:00,BACKTESTING.498,fu2505.SHFE,MM,buy,2,1,3233.6000000000004,1,tick,5.0,3,5,5,3234.638968323889,3236.0,3237.0,2
2025-03-26 21:00:02+08:00,BACKTESTING.499,fu2505.SHFE,MM,buy,3,1,3233.2000000000003,1,tick,7.0,3,5,5,3234.638968323889,3236.0,3237.0,2
2025-03-26 21:00:02+08:00,BACKTESTING.500,fu2505.SHFE,MM,sell,1,1,3237.0,1,tick,3.0,3,5,5,3234.638968323889,3236.0,3237.0,2
2025-03-26 21:00:02+08:00,BACKTESTING.501,fu2505.SHFE,MM,sell,2,1,3237.0,1,tick,5.0,3,5,5,3234.638968323889,3236.0,3237.0,2
2025-03-26 21:00:02+08:00,BACKTESTING.502,fu2505.SHFE,MM,sell,3,1,3237.0,1,tick,7.0,3,5,5,3234.638968323889,3236.0,3237.0,2
2025-03-26 21:01:08+08:00,BACKTESTING.503,fu2505.SHFE,MM,buy,1,1,3231.0,1,tick,3.0,3,5,5,3232.1779630195115,3231.0,3232.0,2
2025-03-26 21:01:08+08:00,BACKTESTING.504,fu2505.SHFE,MM,buy,2,1,3231.0,1,tick,5.0,3,5,5,3232.1779630195115,3231.0,3232.0,2
2025-03-26 21:01:08+08:00,BACKTESTING.505,fu2505.SHFE,MM,buy,3,1,3230.6000000000004,1,tick,7.0,3,5,5,3232.1779630195115,3231.0,3232.0,2
2025-03-26 21:01:08+08:00,BACKTESTING.506,fu2505.SHFE,MM,sell,1,1,3232.8,1,tick,3.0,3,5,5,3232.1779630195115,3231.0,3232.0,2
2025-03-26 21:01:08+08:00,BACKTESTING.507,fu2505.SHFE,MM,sell,2,1,3233.2000000000003,1,tick,5.0,3,5,5,3232.1779630195115,3231.0,3232.0,2
2025-03-26 21:01:08+08:00,BACKTESTING.508,fu2505.SHFE,MM,sell,3,1,3233.6000000000004,1,tick,7.0,3,5,5,3232.1779630195115,3231.0,3232.0,2
2025-03-26 21:18:05+08:00,BACKTESTING.509,fu2505.SHFE,MM,buy,1,1,3234.4,1,tick,3.0,3,5,5,3235.121191240969,3236.0,3237.0,2
2025-03-26 21:18:05+08:00,BACKTESTING.510,fu2505.SHFE,MM,buy,2,1,3234.0,1,tick,5.0,3,5,5,3235.121191240969,3236.0,3237.0,2
2025-03-26 21:18:05+08:00,BACKTESTING.511,fu2505.SHFE,MM,buy,3,1,3233.6000000000004,1,tick,7.0,3,5,5,3235.121191240969,3236.0,3237.0,2
2025-03-26 21:18:05+08:00,BACKTESTING.512,fu2505.SHFE,MM,sell,1,1,3237.0,1,tick,3.0,3,5,5,3235.121191240969,3236.0,3237.0,2
2025-03-26 21:18:05+08:00,BACKTESTING.513,fu2505.SHFE,MM,sell,2,1,3237.0,1,tick,5.0,3,5,5,3235.121191240969,3236.0,3237.0,2
2025-03-26 21:18:05+08:00,BACKTESTING.514,fu2505.SHFE,MM,sell,3,1,3237.0,1,tick,7.0,3,5,5,3235.121191240969,3236.0,3237.0,2
2025-03-26 21:25:04+08:00,BACKTESTING.515,fu2505.SHFE,MM,buy,1,1,3231.0,1,tick,3.0,3,5,5,3232.1855882664117,3231.0,3232.0,2
2025-03-26 21:25:04+08:00,BACKTESTING.516,fu2505.SHFE,MM,buy,2,1,3231.0,1,tick,5.0,3,5,5,3232.1855882664117,3231.0,3232.0,2
2025-03-26 21:25:04+08:00,BACKTESTING.517,fu2505.SHFE,MM,buy,3,1,3230.6000000000004,1,tick,7.0,3,5,5,3232.1855882664117,3231.0,3232.0,2
2025-03-26 21:25:04+08:00,BACKTESTING.518,fu2505.SHFE,MM,sell,1,1,3232.8,1,tick,3.0,3,5,5,3232.1855882664117,3231.0,3232.0,2
2025-03-26 21:25:04+08:00,BACKTESTING.519,fu2505.SHFE,MM,sell,2,1,3233.2000000000003,1,tick,5.0,3,5,5,3232.1855882664117,3231.0,3232.0,2
2025-03-26 21:25:04+08:00,BACKTESTING.520,fu2505.SHFE,MM,sell,3,1,3233.6000000000004,1,tick,7.0,3,5,5,3232.1855882664117,3231.0,3232.0,2
2025-03-26 21:32:19.500000+08:00,BACKTESTING.521,fu2505.SHFE,MM,buy,1,1,3235.0,1,tick,3.0,3,5,5,3235.708426213336,3236.0,3237.0,2
2025-03-26 21:32:19.500000+08:00,BACKTESTING.522,fu2505.SHFE,MM,buy,2,1,3234.6000000000004,1,tick,5.0,3,5,5,3235.708426213336,3236.0,3237.0,2
2025-03-26 21:32:19.500000+08:00,BACKTESTING.523,fu2505.SHFE,MM,buy,3,1,3234.2000000000003,1,tick,7.0,3,5,5,3235.708426213336,3236.0,3237.0,2
2025-03-26 21:32:19.500000+08:00,BACKTESTING.524,fu2505.SHFE,MM,sell,1,1,3237.0,1,tick,3.0,3,5,5,3235.708426213336,3236.0,3237.0,2
2025-03-26 21:32:19.500000+08:00,BACKTESTING.525,fu2505.SHFE,MM,sell,2,1,3237.0,1,tick,5.0,3,5,5,3235.708426213336,3236.0,3237.0,2
2025-03-26 21:32:19.500000+08:00,BACKTESTING.526,fu2505.SHFE,MM,sell,3,1,3237.2000000000003,1,tick,7.0,3,5,5,3235.708426213336,3236.0,3237.0,2
2025-03-26 21:40:04+08:00,BACKTESTING.527,fu2505.SHFE,MM,buy,1,1,3239.2000000000003,1,tick,3.0,3,5,5,3239.8292590756664,3240.0,3241.0,-1
2025-03-26 21:40:04+08:00,BACKTESTING.528,fu2505.SHFE,MM,buy,2,1,3238.8,1,tick,5.0,3,5,5,3239.8292590756664,3240.0,3241.0,-1
2025-03-26 21:40:04+08:00,BACKTESTING.529,fu2505.SHFE,MM,buy,3,1,3238.4,1,tick,7.0,3,5,5,3239.8292590756664,3240.0,3241.0,-1
2025-03-26 21:40:04+08:00,BACKTESTING.530,fu2505.SHFE,MM,sell,1,1,3241.0,1,tick,3.0,3,5,5,3239.8292590756664,3240.0,3241.0,-1
2025-03-26 21:40:04+08:00,BACKTESTING.531,fu2505.SHFE,MM,sell,2,1,3241.0,1,tick,5.0,3,5,5,3239.8292590756664,3240.0,3241.0,-1
2025-03-26 21:40:04+08:00,BACKTESTING.532,fu2505.SHFE,MM,sell,3,1,3241.4,1,tick,7.0,3,5,5,3239.8292590756664,3240.0,3241.0,-1
2025-03-26 21:40:47.500000+08:00,BACKTESTING.533,fu2505.SHFE,MM,buy,1,1,3235.0,1,tick,3.0,3,5,5,3236.9308079743982,3235.0,3236.0,2
2025-03-26 21:40:47.500000+08:00,BACKTESTING.534,fu2505.SHFE,MM,buy,2,1,3235.0,1,tick,5.0,3,5,5,3236.9308079743982,3235.0,3236.0,2
2025-03-26 21:40:47.500000+08:00,BACKTESTING.535,fu2505.SHFE,MM,buy,3,1,3235.0,1,tick,7.0,3,5,5,3236.9308079743982,3235.0,3236.0,2
2025-03-26 21:40:47.500000+08:00,BACKTESTING.536,fu2505.SHFE,MM,sell,1,1,3237.6000000000004,1,tick,3.0,3,5,5,3236.9308079743982,3235.0,3236.0,2
2025-03-26 21:40:47.500000+08:00,BACKTESTING.537,fu2505.SHFE,MM,sell,2,1,3238.0,1,tick,5.0,3,5,5,3236.9308079743982,3235.0,3236.0,2
2025-03-26 21:40:47.500000+08:00,BACKTESTING.538,fu2505.SHFE,MM,sell,3,1,3238.4,1,tick,7.0,3,5,5,3236.9308079743982,3235.0,3236.0,2
2025-03-26 22:02:47+08:00,BACKTESTING.539,fu2505.SHFE,MM,buy,1,1,3239.2000000000003,1,tick,3.0,3,5,5,3239.925541698497,3240.0,3241.0,2
2025-03-26 22:02:47+08:00,BACKTESTING.540,fu2505.SHFE,MM,buy,2,1,3238.8,1,tick,5.0,3,5,5,3239.925541698497,3240.0,3241.0,2
2025-03-26 22:02:47+08:00,BACKTESTING.541,fu2505.SHFE,MM,buy,3,1,3238.4,1,tick,7.0,3,5,5,3239.925541698497,3240.0,3241.0,2
2025-03-26 22:02:47+08:00,BACKTESTING.542,fu2505.SHFE,MM,sell,1,1,3241.0,1,tick,3.0,3,5,5,3239.925541698497,3240.0,3241.0,2
2025-03-26 22:02:47+08:00,BACKTESTING.543,fu2505.SHFE,MM,sell,2,1,3241.0,1,tick,5.0,3,5,5,3239.925541698497,3240.0,3241.0,2
2025-03-26 22:02:47+08:00,BACKTESTING.544,fu2505.SHFE,MM,sell,3,1,3241.4,1,tick,7.0,3,5,5,3239.925541698497,3240.0,3241.0,2
2025-03-26 22:13:23+08:00,BACKTESTING.545,fu2505.SHFE,MM,buy,1,1,3243.4,1,tick,3.0,3,5,5,3244.0554186563463,3244.0,3245.0,-1
2025-03-26 22:13:23+08:00,BACKTESTING.546,fu2505.SHFE,MM,buy,2,1,3243.0,1,tick,5.0,3,5,5,3244.0554186563463,3244.0,3245.0,-1
2025-03-26 22:13:23+08:00,BACKTESTING.547,fu2505.SHFE,MM,buy,3,1,3242.6000000000004,1,tick,7.0,3,5,5,3244.0554186563463,3244.0,3245.0,-1
