挂单时间,订单编号,合约代码,订单类型,报价方向,报价档位,拆单序号,挂单价格,挂单数量,报价模式,报价偏移,策略报价档数,定价使用深度,行情有效深度,基准价,买一价,卖一价,挂单时持仓
2025-03-26 22:13:23+08:00,BACKTESTING.548,fu2505.SHFE,MM,sell,1,1,3245.0,1,tick,3.0,3,5,5,3244.0554186563463,3244.0,3245.0,-1
2025-03-26 22:13:23+08:00,BACKTESTING.549,fu2505.SHFE,MM,sell,2,1,3245.2000000000003,1,tick,5.0,3,5,5,3244.0554186563463,3244.0,3245.0,-1
2025-03-26 22:13:23+08:00,BACKTESTING.550,fu2505.SHFE,MM,sell,3,1,3245.6000000000004,1,tick,7.0,3,5,5,3244.0554186563463,3244.0,3245.0,-1
2025-03-27 08:59:00.500000+08:00,BACKTESTING.551,fu2505.SHFE,MM,buy,1,1,3235.0,1,tick,3.0,3,5,5,3240.908436876149,3235.0,3236.0,-1
2025-03-27 08:59:00.500000+08:00,BACKTESTING.552,fu2505.SHFE,MM,buy,2,1,3235.0,1,tick,5.0,3,5,5,3240.908436876149,3235.0,3236.0,-1
2025-03-27 08:59:00.500000+08:00,BACKTESTING.553,fu2505.SHFE,MM,buy,3,1,3235.0,1,tick,7.0,3,5,5,3240.908436876149,3235.0,3236.0,-1
2025-03-27 08:59:00.500000+08:00,BACKTESTING.554,fu2505.SHFE,MM,sell,1,1,3241.6000000000004,1,tick,3.0,3,5,5,3240.908436876149,3235.0,3236.0,-1
2025-03-27 08:59:00.500000+08:00,BACKTESTING.555,fu2505.SHFE,MM,sell,2,1,3242.0,1,tick,5.0,3,5,5,3240.908436876149,3235.0,3236.0,-1
2025-03-27 08:59:00.500000+08:00,BACKTESTING.556,fu2505.SHFE,MM,sell,3,1,3242.4,1,tick,7.0,3,5,5,3240.908436876149,3235.0,3236.0,-1
2025-03-27 09:01:44.500000+08:00,BACKTESTING.557,fu2505.SHFE,MM,buy,1,1,3239.2000000000003,1,tick,3.0,3,5,5,3239.826130408576,3240.0,3241.0,-1
2025-03-27 09:01:44.500000+08:00,BACKTESTING.558,fu2505.SHFE,MM,buy,2,1,3238.8,1,tick,5.0,3,5,5,3239.826130408576,3240.0,3241.0,-1
2025-03-27 09:01:44.500000+08:00,BACKTESTING.559,fu2505.SHFE,MM,buy,3,1,3238.4,1,tick,7.0,3,5,5,3239.826130408576,3240.0,3241.0,-1
2025-03-27 09:01:44.500000+08:00,BACKTESTING.560,fu2505.SHFE,MM,sell,1,1,3241.0,1,tick,3.0,3,5,5,3239.826130408576,3240.0,3241.0,-1
2025-03-27 09:01:44.500000+08:00,BACKTESTING.561,fu2505.SHFE,MM,sell,2,1,3241.0,1,tick,5.0,3,5,5,3239.826130408576,3240.0,3241.0,-1
2025-03-27 09:01:44.500000+08:00,BACKTESTING.562,fu2505.SHFE,MM,sell,3,1,3241.4,1,tick,7.0,3,5,5,3239.826130408576,3240.0,3241.0,-1
2025-03-27 09:22:25+08:00,BACKTESTING.563,fu2505.SHFE,MM,buy,1,1,3235.0,1,tick,3.0,3,5,5,3236.54989841551,3235.0,3236.0,0
2025-03-27 09:22:25+08:00,BACKTESTING.564,fu2505.SHFE,MM,buy,2,1,3235.0,1,tick,5.0,3,5,5,3236.54989841551,3235.0,3236.0,0
2025-03-27 09:22:25+08:00,BACKTESTING.565,fu2505.SHFE,MM,buy,3,1,3235.0,1,tick,7.0,3,5,5,3236.54989841551,3235.0,3236.0,0
2025-03-27 09:22:25+08:00,BACKTESTING.566,fu2505.SHFE,MM,sell,1,1,3237.2000000000003,1,tick,3.0,3,5,5,3236.54989841551,3235.0,3236.0,0
2025-03-27 09:22:25+08:00,BACKTESTING.567,fu2505.SHFE,MM,sell,2,1,3237.6000000000004,1,tick,5.0,3,5,5,3236.54989841551,3235.0,3236.0,0
2025-03-27 09:22:25+08:00,BACKTESTING.568,fu2505.SHFE,MM,sell,3,1,3238.0,1,tick,7.0,3,5,5,3236.54989841551,3235.0,3236.0,0
2025-03-27 09:31:43.500000+08:00,BACKTESTING.569,fu2505.SHFE,MM,buy,1,1,3230.8,1,tick,3.0,3,5,5,3232.484009879035,3231.0,3232.0,3
2025-03-27 09:31:43.500000+08:00,BACKTESTING.570,fu2505.SHFE,MM,buy,2,1,3230.8,1,tick,5.0,3,5,5,3232.484009879035,3231.0,3232.0,3
2025-03-27 09:31:43.500000+08:00,BACKTESTING.571,fu2505.SHFE,MM,buy,3,1,3230.8,1,tick,7.0,3,5,5,3232.484009879035,3231.0,3232.0,3
2025-03-27 09:31:43.500000+08:00,BACKTESTING.572,fu2505.SHFE,MM,sell,1,1,3233.0000000000005,1,tick,3.0,3,5,5,3232.484009879035,3231.0,3232.0,3
2025-03-27 09:31:43.500000+08:00,BACKTESTING.573,fu2505.SHFE,MM,sell,2,1,3233.4000000000005,1,tick,5.0,3,5,5,3232.484009879035,3231.0,3232.0,3
2025-03-27 09:31:43.500000+08:00,BACKTESTING.574,fu2505.SHFE,MM,sell,3,1,3233.8,1,tick,7.0,3,5,5,3232.484009879035,3231.0,3232.0,3
2025-03-27 09:47:44+08:00,BACKTESTING.575,fu2505.SHFE,MM,buy,1,1,3235.0,1,tick,3.0,3,5,5,3235.6208951057256,3236.0,3237.0,0
2025-03-27 09:47:44+08:00,BACKTESTING.576,fu2505.SHFE,MM,buy,2,1,3234.6000000000004,1,tick,5.0,3,5,5,3235.6208951057256,3236.0,3237.0,0
2025-03-27 09:47:44+08:00,BACKTESTING.577,fu2505.SHFE,MM,buy,3,1,3234.2000000000003,1,tick,7.0,3,5,5,3235.6208951057256,3236.0,3237.0,0
2025-03-27 09:47:44+08:00,BACKTESTING.578,fu2505.SHFE,MM,sell,1,1,3237.0,1,tick,3.0,3,5,5,3235.6208951057256,3236.0,3237.0,0
2025-03-27 09:47:44+08:00,BACKTESTING.579,fu2505.SHFE,MM,sell,2,1,3237.0,1,tick,5.0,3,5,5,3235.6208951057256,3236.0,3237.0,0
2025-03-27 09:47:44+08:00,BACKTESTING.580,fu2505.SHFE,MM,sell,3,1,3237.2000000000003,1,tick,7.0,3,5,5,3235.6208951057256,3236.0,3237.0,0
2025-03-27 10:30:06.500000+08:00,BACKTESTING.581,fu2505.SHFE,MM,buy,1,1,3231.0,1,tick,3.0,3,5,5,3232.1706793290864,3231.0,3232.0,0
2025-03-27 10:30:06.500000+08:00,BACKTESTING.582,fu2505.SHFE,MM,buy,2,1,3231.0,1,tick,5.0,3,5,5,3232.1706793290864,3231.0,3232.0,0
2025-03-27 10:30:06.500000+08:00,BACKTESTING.583,fu2505.SHFE,MM,buy,3,1,3230.6000000000004,1,tick,7.0,3,5,5,3232.1706793290864,3231.0,3232.0,0
2025-03-27 10:30:06.500000+08:00,BACKTESTING.584,fu2505.SHFE,MM,sell,1,1,3232.8,1,tick,3.0,3,5,5,3232.1706793290864,3231.0,3232.0,0
2025-03-27 10:30:06.500000+08:00,BACKTESTING.585,fu2505.SHFE,MM,sell,2,1,3233.2000000000003,1,tick,5.0,3,5,5,3232.1706793290864,3231.0,3232.0,0
2025-03-27 10:30:06.500000+08:00,BACKTESTING.586,fu2505.SHFE,MM,sell,3,1,3233.6000000000004,1,tick,7.0,3,5,5,3232.1706793290864,3231.0,3232.0,0
2025-03-27 10:48:02.500000+08:00,BACKTESTING.587,fu2505.SHFE,MM,buy,1,1,3234.8,1,tick,3.0,3,5,5,3235.355496435258,3236.0,3237.0,-3
2025-03-27 10:48:02.500000+08:00,BACKTESTING.588,fu2505.SHFE,MM,buy,2,1,3234.4,1,tick,5.0,3,5,5,3235.355496435258,3236.0,3237.0,-3
2025-03-27 10:48:02.500000+08:00,BACKTESTING.589,fu2505.SHFE,MM,buy,3,1,3234.0,1,tick,7.0,3,5,5,3235.355496435258,3236.0,3237.0,-3
2025-03-27 10:48:02.500000+08:00,BACKTESTING.590,fu2505.SHFE,MM,sell,1,1,3237.2,1,tick,3.0,3,5,5,3235.355496435258,3236.0,3237.0,-3
2025-03-27 10:48:02.500000+08:00,BACKTESTING.591,fu2505.SHFE,MM,sell,2,1,3237.2,1,tick,5.0,3,5,5,3235.355496435258,3236.0,3237.0,-3
2025-03-27 10:48:02.500000+08:00,BACKTESTING.592,fu2505.SHFE,MM,sell,3,1,3237.2,1,tick,7.0,3,5,5,3235.355496435258,3236.0,3237.0,-3
2025-03-27 11:01:27.500000+08:00,BACKTESTING.593,fu2505.SHFE,MM,buy,1,1,3231.0,1,tick,3.0,3,5,5,3232.310209842005,3231.0,3232.0,0
2025-03-27 11:01:27.500000+08:00,BACKTESTING.594,fu2505.SHFE,MM,buy,2,1,3231.0,1,tick,5.0,3,5,5,3232.310209842005,3231.0,3232.0,0
2025-03-27 11:01:27.500000+08:00,BACKTESTING.595,fu2505.SHFE,MM,buy,3,1,3230.8,1,tick,7.0,3,5,5,3232.310209842005,3231.0,3232.0,0
2025-03-27 11:01:27.500000+08:00,BACKTESTING.596,fu2505.SHFE,MM,sell,1,1,3233.0,1,tick,3.0,3,5,5,3232.310209842005,3231.0,3232.0,0
2025-03-27 11:01:27.500000+08:00,BACKTESTING.597,fu2505.SHFE,MM,sell,2,1,3233.4,1,tick,5.0,3,5,5,3232.310209842005,3231.0,3232.0,0
2025-03-27 11:01:27.500000+08:00,BACKTESTING.598,fu2505.SHFE,MM,sell,3,1,3233.8,1,tick,7.0,3,5,5,3232.310209842005,3231.0,3232.0,0
2025-03-27 11:02:36+08:00,BACKTESTING.599,fu2505.SHFE,MM,buy,1,1,3226.8,1,tick,3.0,3,5,5,3228.259094745165,3227.0,3228.0,3
2025-03-27 11:02:36+08:00,BACKTESTING.600,fu2505.SHFE,MM,buy,2,1,3226.8,1,tick,5.0,3,5,5,3228.259094745165,3227.0,3228.0,3
2025-03-27 11:02:36+08:00,BACKTESTING.601,fu2505.SHFE,MM,buy,3,1,3226.6000000000004,1,tick,7.0,3,5,5,3228.259094745165,3227.0,3228.0,3
2025-03-27 11:02:36+08:00,BACKTESTING.602,fu2505.SHFE,MM,sell,1,1,3228.8,1,tick,3.0,3,5,5,3228.259094745165,3227.0,3228.0,3
2025-03-27 11:02:36+08:00,BACKTESTING.603,fu2505.SHFE,MM,sell,2,1,3229.2000000000003,1,tick,5.0,3,5,5,3228.259094745165,3227.0,3228.0,3
2025-03-27 11:02:36+08:00,BACKTESTING.604,fu2505.SHFE,MM,sell,3,1,3229.6000000000004,1,tick,7.0,3,5,5,3228.259094745165,3227.0,3228.0,3
2025-03-27 11:22:46.500000+08:00,BACKTESTING.605,fu2505.SHFE,MM,buy,1,1,3230.8,1,tick,3.0,3,5,5,3231.4667204854154,3232.0,3233.0,0
2025-03-27 11:22:46.500000+08:00,BACKTESTING.606,fu2505.SHFE,MM,buy,2,1,3230.4,1,tick,5.0,3,5,5,3231.4667204854154,3232.0,3233.0,0
2025-03-27 11:22:46.500000+08:00,BACKTESTING.607,fu2505.SHFE,MM,buy,3,1,3230.0,1,tick,7.0,3,5,5,3231.4667204854154,3232.0,3233.0,0
2025-03-27 11:22:46.500000+08:00,BACKTESTING.608,fu2505.SHFE,MM,sell,1,1,3233.0,1,tick,3.0,3,5,5,3231.4667204854154,3232.0,3233.0,0
2025-03-27 11:22:46.500000+08:00,BACKTESTING.609,fu2505.SHFE,MM,sell,2,1,3233.0,1,tick,5.0,3,5,5,3231.4667204854154,3232.0,3233.0,0
2025-03-27 11:22:46.500000+08:00,BACKTESTING.610,fu2505.SHFE,MM,sell,3,1,3233.0,1,tick,7.0,3,5,5,3231.4667204854154,3232.0,3233.0,0
2025-03-27 11:28:17+08:00,BACKTESTING.611,fu2505.SHFE,MM,buy,1,1,3227.0,1,tick,3.0,3,5,5,3228.0587020613757,3227.0,3228.0,0
2025-03-27 11:28:17+08:00,BACKTESTING.612,fu2505.SHFE,MM,buy,2,1,3227.0,1,tick,5.0,3,5,5,3228.0587020613757,3227.0,3228.0,0
2025-03-27 11:28:17+08:00,BACKTESTING.613,fu2505.SHFE,MM,buy,3,1,3226.6000000000004,1,tick,7.0,3,5,5,3228.0587020613757,3227.0,3228.0,0
2025-03-27 11:28:17+08:00,BACKTESTING.614,fu2505.SHFE,MM,sell,1,1,3228.8,1,tick,3.0,3,5,5,3228.0587020613757,3227.0,3228.0,0
2025-03-27 11:28:17+08:00,BACKTESTING.615,fu2505.SHFE,MM,sell,2,1,3229.2000000000003,1,tick,5.0,3,5,5,3228.0587020613757,3227.0,3228.0,0
2025-03-27 11:28:17+08:00,BACKTESTING.616,fu2505.SHFE,MM,sell,3,1,3229.6000000000004,1,tick,7.0,3,5,5,3228.0587020613757,3227.0,3228.0,0
2025-03-27 13:48:40+08:00,BACKTESTING.617,fu2505.SHFE,MM,buy,1,1,3222.8,1,tick,3.0,3,5,5,3224.805454895919,3223.0,3224.0,3
2025-03-27 13:48:40+08:00,BACKTESTING.618,fu2505.SHFE,MM,buy,2,1,3222.8,1,tick,5.0,3,5,5,3224.805454895919,3223.0,3224.0,3
2025-03-27 13:48:40+08:00,BACKTESTING.619,fu2505.SHFE,MM,buy,3,1,3222.8,1,tick,7.0,3,5,5,3224.805454895919,3223.0,3224.0,3
2025-03-27 13:48:40+08:00,BACKTESTING.620,fu2505.SHFE,MM,sell,1,1,3225.4000000000005,1,tick,3.0,3,5,5,3224.805454895919,3223.0,3224.0,3
2025-03-27 13:48:40+08:00,BACKTESTING.621,fu2505.SHFE,MM,sell,2,1,3225.8,1,tick,5.0,3,5,5,3224.805454895919,3223.0,3224.0,3
2025-03-27 13:48:40+08:00,BACKTESTING.622,fu2505.SHFE,MM,sell,3,1,3226.2000000000003,1,tick,7.0,3,5,5,3224.805454895919,3223.0,3224.0,3
2025-03-27 14:00:03.500000+08:00,BACKTESTING.623,fu2505.SHFE,MM,buy,1,1,3227.0,1,tick,3.0,3,5,5,3227.63964297086,3228.0,3229.0,0
2025-03-27 14:00:03.500000+08:00,BACKTESTING.624,fu2505.SHFE,MM,buy,2,1,3226.6000000000004,1,tick,5.0,3,5,5,3227.63964297086,3228.0,3229.0,0
2025-03-27 14:00:03.500000+08:00,BACKTESTING.625,fu2505.SHFE,MM,buy,3,1,3226.2000000000003,1,tick,7.0,3,5,5,3227.63964297086,3228.0,3229.0,0
2025-03-27 14:00:03.500000+08:00,BACKTESTING.626,fu2505.SHFE,MM,sell,1,1,3229.0,1,tick,3.0,3,5,5,3227.63964297086,3228.0,3229.0,0
2025-03-27 14:00:03.500000+08:00,BACKTESTING.627,fu2505.SHFE,MM,sell,2,1,3229.0,1,tick,5.0,3,5,5,3227.63964297086,3228.0,3229.0,0
2025-03-27 14:00:03.500000+08:00,BACKTESTING.628,fu2505.SHFE,MM,sell,3,1,3229.2000000000003,1,tick,7.0,3,5,5,3227.63964297086,3228.0,3229.0,0
2025-03-27 14:09:18.500000+08:00,BACKTESTING.629,fu2505.SHFE,MM,buy,1,1,3231.2000000000003,1,tick,3.0,3,5,5,3231.9225031498136,3232.0,3233.0,0
2025-03-27 14:09:18.500000+08:00,BACKTESTING.630,fu2505.SHFE,MM,buy,2,1,3230.8,1,tick,5.0,3,5,5,3231.9225031498136,3232.0,3233.0,0
2025-03-27 14:09:18.500000+08:00,BACKTESTING.631,fu2505.SHFE,MM,buy,3,1,3230.4,1,tick,7.0,3,5,5,3231.9225031498136,3232.0,3233.0,0
2025-03-27 14:09:18.500000+08:00,BACKTESTING.632,fu2505.SHFE,MM,sell,1,1,3233.0,1,tick,3.0,3,5,5,3231.9225031498136,3232.0,3233.0,0
2025-03-27 14:09:18.500000+08:00,BACKTESTING.633,fu2505.SHFE,MM,sell,2,1,3233.0,1,tick,5.0,3,5,5,3231.9225031498136,3232.0,3233.0,0
2025-03-27 14:09:18.500000+08:00,BACKTESTING.634,fu2505.SHFE,MM,sell,3,1,3233.4,1,tick,7.0,3,5,5,3231.9225031498136,3232.0,3233.0,0
2025-03-27 14:28:43+08:00,BACKTESTING.635,fu2505.SHFE,MM,buy,1,1,3227.0,1,tick,3.0,3,5,5,3228.5013563679754,3227.0,3228.0,0
2025-03-27 14:28:43+08:00,BACKTESTING.636,fu2505.SHFE,MM,buy,2,1,3227.0,1,tick,5.0,3,5,5,3228.5013563679754,3227.0,3228.0,0
2025-03-27 14:28:43+08:00,BACKTESTING.637,fu2505.SHFE,MM,buy,3,1,3227.0,1,tick,7.0,3,5,5,3228.5013563679754,3227.0,3228.0,0
2025-03-27 14:28:43+08:00,BACKTESTING.638,fu2505.SHFE,MM,sell,1,1,3229.2000000000003,1,tick,3.0,3,5,5,3228.5013563679754,3227.0,3228.0,0
2025-03-27 14:28:43+08:00,BACKTESTING.639,fu2505.SHFE,MM,sell,2,1,3229.6000000000004,1,tick,5.0,3,5,5,3228.5013563679754,3227.0,3228.0,0
2025-03-27 14:28:43+08:00,BACKTESTING.640,fu2505.SHFE,MM,sell,3,1,3230.0,1,tick,7.0,3,5,5,3228.5013563679754,3227.0,3228.0,0
2025-03-27 14:46:02+08:00,BACKTESTING.641,fu2505.SHFE,MM,buy,1,1,3223.6000000000004,1,tick,3.0,3,5,5,3224.596296285985,3224.0,3225.0,3
2025-03-27 14:46:02+08:00,BACKTESTING.642,fu2505.SHFE,MM,buy,2,1,3223.2000000000003,1,tick,5.0,3,5,5,3224.596296285985,3224.0,3225.0,3
2025-03-27 14:46:02+08:00,BACKTESTING.643,fu2505.SHFE,MM,buy,3,1,3222.8,1,tick,7.0,3,5,5,3224.596296285985,3224.0,3225.0,3
2025-03-27 14:46:02+08:00,BACKTESTING.644,fu2505.SHFE,MM,sell,1,1,3225.0000000000005,1,tick,3.0,3,5,5,3224.596296285985,3224.0,3225.0,3
2025-03-27 14:46:02+08:00,BACKTESTING.645,fu2505.SHFE,MM,sell,2,1,3225.4000000000005,1,tick,5.0,3,5,5,3224.596296285985,3224.0,3225.0,3
2025-03-27 14:46:02+08:00,BACKTESTING.646,fu2505.SHFE,MM,sell,3,1,3225.8,1,tick,7.0,3,5,5,3224.596296285985,3224.0,3225.0,3
2025-03-27 14:56:33.500000+08:00,BACKTESTING.647,fu2505.SHFE,MM,buy,1,1,3218.8,1,tick,3.0,3,5,5,3220.4713490484005,3219.0,3220.0,3
2025-03-27 14:56:33.500000+08:00,BACKTESTING.648,fu2505.SHFE,MM,buy,2,1,3218.8,1,tick,5.0,3,5,5,3220.4713490484005,3219.0,3220.0,3
2025-03-27 14:56:33.500000+08:00,BACKTESTING.649,fu2505.SHFE,MM,buy,3,1,3218.8,1,tick,7.0,3,5,5,3220.4713490484005,3219.0,3220.0,3
2025-03-27 14:56:33.500000+08:00,BACKTESTING.650,fu2505.SHFE,MM,sell,1,1,3221.0000000000005,1,tick,3.0,3,5,5,3220.4713490484005,3219.0,3220.0,3
2025-03-27 14:56:33.500000+08:00,BACKTESTING.651,fu2505.SHFE,MM,sell,2,1,3221.4000000000005,1,tick,5.0,3,5,5,3220.4713490484005,3219.0,3220.0,3
2025-03-27 14:56:33.500000+08:00,BACKTESTING.652,fu2505.SHFE,MM,sell,3,1,3221.8,1,tick,7.0,3,5,5,3220.4713490484005,3219.0,3220.0,3
2025-03-27 21:00:00.500000+08:00,BACKTESTING.653,fu2505.SHFE,MM,buy,1,1,3220.4,1,tick,3.0,3,5,5,3221.123220325021,3226.0,3228.0,0
2025-03-27 21:00:00.500000+08:00,BACKTESTING.654,fu2505.SHFE,MM,buy,2,1,3220.0,1,tick,5.0,3,5,5,3221.123220325021,3226.0,3228.0,0
2025-03-27 21:00:00.500000+08:00,BACKTESTING.655,fu2505.SHFE,MM,buy,3,1,3219.6000000000004,1,tick,7.0,3,5,5,3221.123220325021,3226.0,3228.0,0
2025-03-27 21:00:00.500000+08:00,BACKTESTING.656,fu2505.SHFE,MM,sell,1,1,3228.0,1,tick,3.0,3,5,5,3221.123220325021,3226.0,3228.0,0
2025-03-27 21:00:00.500000+08:00,BACKTESTING.657,fu2505.SHFE,MM,sell,2,1,3228.0,1,tick,5.0,3,5,5,3221.123220325021,3226.0,3228.0,0
2025-03-27 21:00:00.500000+08:00,BACKTESTING.658,fu2505.SHFE,MM,sell,3,1,3228.0,1,tick,7.0,3,5,5,3221.123220325021,3226.0,3228.0,0
2025-03-27 21:00:05.500000+08:00,BACKTESTING.659,fu2505.SHFE,MM,buy,1,1,3226.0,1,tick,3.0,3,5,5,3226.5039501487468,3228.0,3229.0,-3
2025-03-27 21:00:05.500000+08:00,BACKTESTING.660,fu2505.SHFE,MM,buy,2,1,3225.6,1,tick,5.0,3,5,5,3226.5039501487468,3228.0,3229.0,-3
2025-03-27 21:00:05.500000+08:00,BACKTESTING.661,fu2505.SHFE,MM,buy,3,1,3225.2,1,tick,7.0,3,5,5,3226.5039501487468,3228.0,3229.0,-3
2025-03-27 21:00:05.500000+08:00,BACKTESTING.662,fu2505.SHFE,MM,sell,1,1,3229.2,1,tick,3.0,3,5,5,3226.5039501487468,3228.0,3229.0,-3
2025-03-27 21:00:05.500000+08:00,BACKTESTING.663,fu2505.SHFE,MM,sell,2,1,3229.2,1,tick,5.0,3,5,5,3226.5039501487468,3228.0,3229.0,-3
2025-03-27 21:00:05.500000+08:00,BACKTESTING.664,fu2505.SHFE,MM,sell,3,1,3229.2,1,tick,7.0,3,5,5,3226.5039501487468,3228.0,3229.0,-3
2025-03-27 21:00:09.500000+08:00,BACKTESTING.666,fu2505.SHFE,MM,buy,1,1,3228.0,1,tick,3.0,3,5,5,3228.401965483704,3229.0,3230.0,-4
2025-03-27 21:00:09.500000+08:00,BACKTESTING.667,fu2505.SHFE,MM,buy,2,1,3227.6,1,tick,5.0,3,5,5,3228.401965483704,3229.0,3230.0,-4
2025-03-27 21:00:09.500000+08:00,BACKTESTING.668,fu2505.SHFE,MM,buy,3,1,3227.2,1,tick,7.0,3,5,5,3228.401965483704,3229.0,3230.0,-4
2025-03-27 21:00:09.500000+08:00,BACKTESTING.669,fu2505.SHFE,MM,sell,1,1,3230.2,1,tick,3.0,3,5,5,3228.401965483704,3229.0,3230.0,-4
2025-03-27 21:00:09.500000+08:00,BACKTESTING.670,fu2505.SHFE,MM,sell,2,1,3230.2,1,tick,5.0,3,5,5,3228.401965483704,3229.0,3230.0,-4
2025-03-27 21:00:09.500000+08:00,BACKTESTING.671,fu2505.SHFE,MM,sell,3,1,3230.2,1,tick,7.0,3,5,5,3228.401965483704,3229.0,3230.0,-4
2025-03-27 21:01:08.500000+08:00,BACKTESTING.672,fu2505.SHFE,MM,buy,1,1,3224.0,1,tick,3.0,3,5,5,3225.2470317137063,3224.0,3225.0,-1
2025-03-27 21:01:08.500000+08:00,BACKTESTING.673,fu2505.SHFE,MM,buy,2,1,3224.0,1,tick,5.0,3,5,5,3225.2470317137063,3224.0,3225.0,-1
2025-03-27 21:01:08.500000+08:00,BACKTESTING.674,fu2505.SHFE,MM,buy,3,1,3223.8,1,tick,7.0,3,5,5,3225.2470317137063,3224.0,3225.0,-1
2025-03-27 21:01:08.500000+08:00,BACKTESTING.675,fu2505.SHFE,MM,sell,1,1,3226.0,1,tick,3.0,3,5,5,3225.2470317137063,3224.0,3225.0,-1
2025-03-27 21:01:08.500000+08:00,BACKTESTING.676,fu2505.SHFE,MM,sell,2,1,3226.4,1,tick,5.0,3,5,5,3225.2470317137063,3224.0,3225.0,-1
2025-03-27 21:01:08.500000+08:00,BACKTESTING.677,fu2505.SHFE,MM,sell,3,1,3226.8,1,tick,7.0,3,5,5,3225.2470317137063,3224.0,3225.0,-1
2025-03-27 21:10:54+08:00,BACKTESTING.678,fu2505.SHFE,MM,buy,1,1,3228.2000000000003,1,tick,3.0,3,5,5,3228.8396371916106,3229.0,3230.0,-1
2025-03-27 21:10:54+08:00,BACKTESTING.679,fu2505.SHFE,MM,buy,2,1,3227.8,1,tick,5.0,3,5,5,3228.8396371916106,3229.0,3230.0,-1
2025-03-27 21:10:54+08:00,BACKTESTING.680,fu2505.SHFE,MM,buy,3,1,3227.4,1,tick,7.0,3,5,5,3228.8396371916106,3229.0,3230.0,-1
2025-03-27 21:10:54+08:00,BACKTESTING.681,fu2505.SHFE,MM,sell,1,1,3230.0,1,tick,3.0,3,5,5,3228.8396371916106,3229.0,3230.0,-1
2025-03-27 21:10:54+08:00,BACKTESTING.682,fu2505.SHFE,MM,sell,2,1,3230.0,1,tick,5.0,3,5,5,3228.8396371916106,3229.0,3230.0,-1
2025-03-27 21:10:54+08:00,BACKTESTING.683,fu2505.SHFE,MM,sell,3,1,3230.4,1,tick,7.0,3,5,5,3228.8396371916106,3229.0,3230.0,-1
2025-03-27 21:14:03+08:00,BACKTESTING.684,fu2505.SHFE,MM,buy,1,1,3224.0,1,tick,3.0,3,5,5,3225.8405170137426,3224.0,3225.0,2
2025-03-27 21:14:03+08:00,BACKTESTING.685,fu2505.SHFE,MM,buy,2,1,3224.0,1,tick,5.0,3,5,5,3225.8405170137426,3224.0,3225.0,2
2025-03-27 21:14:03+08:00,BACKTESTING.686,fu2505.SHFE,MM,buy,3,1,3224.0,1,tick,7.0,3,5,5,3225.8405170137426,3224.0,3225.0,2
2025-03-27 21:14:03+08:00,BACKTESTING.687,fu2505.SHFE,MM,sell,1,1,3226.6000000000004,1,tick,3.0,3,5,5,3225.8405170137426,3224.0,3225.0,2
2025-03-27 21:14:03+08:00,BACKTESTING.688,fu2505.SHFE,MM,sell,2,1,3227.0,1,tick,5.0,3,5,5,3225.8405170137426,3224.0,3225.0,2
2025-03-27 21:14:03+08:00,BACKTESTING.689,fu2505.SHFE,MM,sell,3,1,3227.4,1,tick,7.0,3,5,5,3225.8405170137426,3224.0,3225.0,2
2025-03-27 21:16:51.500000+08:00,BACKTESTING.690,fu2505.SHFE,MM,buy,1,1,3220.8,1,tick,3.0,3,5,5,3221.970710219997,3221.0,3222.0,5
2025-03-27 21:16:51.500000+08:00,BACKTESTING.691,fu2505.SHFE,MM,buy,2,1,3220.6000000000004,1,tick,5.0,3,5,5,3221.970710219997,3221.0,3222.0,5
2025-03-27 21:16:51.500000+08:00,BACKTESTING.692,fu2505.SHFE,MM,buy,3,1,3220.2000000000003,1,tick,7.0,3,5,5,3221.970710219997,3221.0,3222.0,5
2025-03-27 21:16:51.500000+08:00,BACKTESTING.693,fu2505.SHFE,MM,sell,1,1,3222.4000000000005,1,tick,3.0,3,5,5,3221.970710219997,3221.0,3222.0,5
2025-03-27 21:16:51.500000+08:00,BACKTESTING.694,fu2505.SHFE,MM,sell,2,1,3222.8,1,tick,5.0,3,5,5,3221.970710219997,3221.0,3222.0,5
2025-03-27 21:16:51.500000+08:00,BACKTESTING.695,fu2505.SHFE,MM,sell,3,1,3223.2000000000003,1,tick,7.0,3,5,5,3221.970710219997,3221.0,3222.0,5
2025-03-27 21:19:13.500000+08:00,BACKTESTING.698,fu2505.SHFE,MM,buy,1,1,3219.8,1,tick,3.0,3,5,5,3220.9028300172404,3220.0,3221.0,4
2025-03-27 21:19:13.500000+08:00,BACKTESTING.699,fu2505.SHFE,MM,buy,2,1,3219.6000000000004,1,tick,5.0,3,5,5,3220.9028300172404,3220.0,3221.0,4
2025-03-27 21:19:13.500000+08:00,BACKTESTING.700,fu2505.SHFE,MM,buy,3,1,3219.2000000000003,1,tick,7.0,3,5,5,3220.9028300172404,3220.0,3221.0,4
2025-03-27 21:19:13.500000+08:00,BACKTESTING.701,fu2505.SHFE,MM,sell,1,1,3221.4000000000005,1,tick,3.0,3,5,5,3220.9028300172404,3220.0,3221.0,4
2025-03-27 21:19:13.500000+08:00,BACKTESTING.702,fu2505.SHFE,MM,sell,2,1,3221.8,1,tick,5.0,3,5,5,3220.9028300172404,3220.0,3221.0,4
